Item_ID,Item_Category,Item_MRP,Item_Visibility,Item_Fat_Content,Outlet_ID,Outlet_Type,Outlet_Size,Outlet_Location_Type,Outlet_Establishment_Year,Festival_Flag,Discount_Percentage,Units_Sold
ITM_04443,Electronics,277.58,0.23,Regular,OUT_042,Grocery Store,Large,Tier 1,1986,0,43,154
ITM_04444,Household,479.83,0.23,Low Fat,OUT_043,Supermarket Type2,Small,Tier 2,1995,0,7,59
ITM_04445,Electronics,302.49,0.19,Regular,OUT_044,Grocery Store,Medium,Tier 2,1985,0,49,153
ITM_04446,Personal Care,25.3,0.07,Non Edible,OUT_045,Supermarket Type2,Medium,Tier 1,1994,1,5,123
ITM_04447,Electronics,48.66,0.22,Regular,OUT_046,Supermarket Type2,Medium,Tier 3,1987,1,24,143
ITM_04448,Clothing,496.57,0.13,Regular,OUT_047,Supermarket Type2,Large,Tier 1,1992,0,12,100
ITM_04449,Electronics,54.53,0.16,Non Edible,OUT_048,Supermarket Type2,Small,Tier 2,2000,0,33,100
ITM_04450,Clothing,42.1,0.27,Low Fat,OUT_049,Supermarket Type2,Medium,Tier 1,2020,0,24,120
ITM_04451,Food,189.45,0.14,Low Fat,OUT_050,Supermarket Type2,Large,Tier 2,2023,1,17,99
ITM_04452,Household,485.27,0.19,Low Fat,OUT_051,Supermarket Type1,Large,Tier 1,2004,0,8,84
ITM_04453,Drinks,172.96,0.29,Low Fat,OUT_052,Supermarket Type3,Large,Tier 1,1992,0,32,129
ITM_04454,Drinks,216.74,0.14,Non Edible,OUT_053,Supermarket Type1,Medium,Tier 1,1994,0,5,75
ITM_04455,Household,324.36,0.17,Low Fat,OUT_054,Supermarket Type1,Small,Tier 3,2021,0,13,107
ITM_04456,Drinks,31.57,0.18,Low Fat,OUT_055,Grocery Store,Medium,Tier 1,2016,0,5,102
ITM_04457,Electronics,450.93,0.08,Low Fat,OUT_056,Supermarket Type3,Small,Tier 1,2011,0,17,113
ITM_04458,Food,269.33,0.22,Low Fat,OUT_057,Supermarket Type3,Small,Tier 3,2015,0,42,131
ITM_04459,Food,244.07,0.22,Low Fat,OUT_058,Supermarket Type3,Medium,Tier 1,1987,0,38,154
ITM_04460,Household,433.15,0.07,Regular,OUT_059,Supermarket Type2,Medium,Tier 3,2023,0,25,106
ITM_04461,Drinks,477.48,0.01,Regular,OUT_060,Supermarket Type2,Large,Tier 3,1990,1,35,183
ITM_04462,Electronics,223.24,0.3,Low Fat,OUT_061,Supermarket Type2,Large,Tier 3,2001,0,35,121
ITM_04463,Food,102.77,0.18,Non Edible,OUT_062,Supermarket Type1,Medium,Tier 1,1994,0,10,63
ITM_04464,Food,411.54,0.06,Non Edible,OUT_063,Supermarket Type3,Medium,Tier 2,2005,0,17,94
ITM_04465,Personal Care,213.57,0.09,Regular,OUT_064,Supermarket Type3,Small,Tier 1,2013,0,14,91
ITM_04466,Personal Care,469.06,0.19,Non Edible,OUT_065,Supermarket Type1,Small,Tier 2,2013,1,29,132
ITM_04467,Food,475.95,0.05,Regular,OUT_066,Supermarket Type2,Large,Tier 2,2004,0,40,142
ITM_04468,Household,75.12,0.02,Low Fat,OUT_067,Grocery Store,Small,Tier 3,1999,0,24,69
ITM_04469,Clothing,479.15,0.24,Low Fat,OUT_068,Supermarket Type3,Medium,Tier 3,1986,1,15,136
ITM_04470,Clothing,196.77,0.22,Non Edible,OUT_069,Supermarket Type1,Small,Tier 3,2017,0,11,75
ITM_04471,Electronics,330.2,0.1,Non Edible,OUT_070,Supermarket Type2,Small,Tier 3,1996,0,13,77
ITM_04472,Food,36.68,0.03,Non Edible,OUT_071,Supermarket Type1,Small,Tier 1,1997,0,46,183
ITM_04473,Food,446.66,0.15,Low Fat,OUT_072,Grocery Store,Medium,Tier 1,2023,0,12,115
ITM_04474,Food,327.97,0.09,Low Fat,OUT_073,Grocery Store,Large,Tier 2,2023,0,38,125
ITM_04475,Household,328.91,0.13,Non Edible,OUT_074,Supermarket Type2,Small,Tier 1,2022,1,29,184
ITM_04476,Personal Care,453.04,0.09,Non Edible,OUT_075,Supermarket Type1,Medium,Tier 1,2005,0,35,131
ITM_04477,Food,264.01,0.06,Non Edible,OUT_076,Supermarket Type2,Small,Tier 2,2000,0,45,149
ITM_04478,Food,217.05,0.12,Non Edible,OUT_077,Supermarket Type1,Small,Tier 1,2018,0,15,114
ITM_04479,Drinks,435.74,0.29,Regular,OUT_078,Supermarket Type1,Medium,Tier 1,2011,1,0,129
ITM_04480,Household,376.36,0.09,Non Edible,OUT_079,Grocery Store,Small,Tier 3,1987,0,40,129
ITM_04481,Electronics,475.51,0.11,Non Edible,OUT_080,Supermarket Type1,Medium,Tier 3,1993,1,28,146
ITM_04482,Food,471.26,0.11,Regular,OUT_081,Supermarket Type1,Large,Tier 2,2018,0,26,83
ITM_04483,Drinks,203.52,0.15,Regular,OUT_082,Grocery Store,Small,Tier 3,2003,0,12,67
ITM_04484,Clothing,234.55,0.25,Regular,OUT_083,Supermarket Type3,Medium,Tier 1,2022,0,16,111
ITM_04485,Electronics,142.87,0.13,Regular,OUT_084,Supermarket Type3,Small,Tier 3,2010,0,27,109
ITM_04486,Food,337.11,0.24,Non Edible,OUT_085,Supermarket Type3,Small,Tier 3,2007,0,19,104
ITM_04487,Food,194.98,0.04,Low Fat,OUT_086,Supermarket Type3,Small,Tier 2,2002,1,50,195
ITM_04488,Drinks,397.33,0.27,Low Fat,OUT_087,Supermarket Type1,Medium,Tier 1,2022,0,4,75
ITM_04489,Household,78.34,0.06,Low Fat,OUT_088,Supermarket Type3,Medium,Tier 2,1994,0,23,101
ITM_04490,Food,75.87,0.02,Low Fat,OUT_089,Supermarket Type3,Medium,Tier 1,1994,0,8,86
ITM_04491,Clothing,118.14,0.06,Low Fat,OUT_090,Supermarket Type1,Large,Tier 1,2005,1,32,201
ITM_04492,Food,60.46,0.07,Low Fat,OUT_091,Supermarket Type3,Small,Tier 1,2022,0,33,132
ITM_04493,Clothing,317.62,0.16,Regular,OUT_092,Supermarket Type3,Medium,Tier 3,2022,0,45,127
ITM_04494,Electronics,90.73,0.14,Regular,OUT_093,Supermarket Type2,Small,Tier 2,1991,0,26,80
ITM_04495,Electronics,96.78,0.22,Low Fat,OUT_094,Supermarket Type3,Small,Tier 1,1996,0,36,144
ITM_04496,Personal Care,26.83,0.02,Non Edible,OUT_095,Supermarket Type2,Small,Tier 3,2017,1,32,162
ITM_04497,Personal Care,395.4,0.15,Non Edible,OUT_096,Supermarket Type3,Medium,Tier 2,2009,0,47,162
ITM_04498,Clothing,409.9,0.11,Low Fat,OUT_097,Supermarket Type1,Large,Tier 3,2012,0,37,118
ITM_04499,Household,97.77,0.19,Non Edible,OUT_098,Supermarket Type3,Large,Tier 3,2008,1,28,135
ITM_04500,Food,374.97,0.02,Regular,OUT_099,Grocery Store,Large,Tier 1,2015,0,37,113
ITM_04501,Food,228.1,0.02,Regular,OUT_000,Supermarket Type1,Large,Tier 2,2002,0,34,120
ITM_04502,Personal Care,135.01,0.13,Non Edible,OUT_001,Supermarket Type3,Medium,Tier 3,2007,0,19,83
ITM_04503,Clothing,318.26,0.25,Low Fat,OUT_002,Supermarket Type3,Large,Tier 3,1991,0,18,76
ITM_04504,Food,105.67,0.2,Regular,OUT_003,Supermarket Type1,Large,Tier 3,1992,0,4,72
ITM_04505,Food,383.3,0.01,Non Edible,OUT_004,Grocery Store,Medium,Tier 3,1999,0,24,105
ITM_04506,Household,42.86,0.06,Non Edible,OUT_005,Supermarket Type1,Medium,Tier 1,2022,0,28,127
ITM_04507,Drinks,480.38,0.08,Regular,OUT_006,Grocery Store,Small,Tier 1,2012,0,25,113
ITM_04508,Personal Care,54.5,0.13,Regular,OUT_007,Supermarket Type1,Small,Tier 2,2011,0,45,117
ITM_04509,Personal Care,298.14,0.18,Low Fat,OUT_008,Supermarket Type1,Large,Tier 3,2005,1,50,176
ITM_04510,Drinks,453.05,0.07,Non Edible,OUT_009,Supermarket Type2,Small,Tier 1,2011,0,1,84
ITM_04511,Food,25.71,0.12,Low Fat,OUT_010,Supermarket Type2,Medium,Tier 2,1998,0,14,41
ITM_04512,Household,259.29,0.18,Regular,OUT_011,Supermarket Type1,Small,Tier 2,2005,0,44,128
ITM_04513,Household,188.0,0.12,Non Edible,OUT_012,Supermarket Type2,Small,Tier 1,1998,0,5,97
ITM_04514,Personal Care,298.56,0.05,Regular,OUT_013,Supermarket Type3,Medium,Tier 1,1990,0,0,62
ITM_04515,Household,128.22,0.15,Regular,OUT_014,Supermarket Type3,Large,Tier 3,1996,0,8,57
ITM_04516,Electronics,51.15,0.1,Regular,OUT_015,Supermarket Type3,Small,Tier 1,2012,0,42,145
ITM_04517,Drinks,320.45,0.26,Low Fat,OUT_016,Supermarket Type2,Small,Tier 1,2013,0,15,58
ITM_04518,Food,220.09,0.23,Regular,OUT_017,Supermarket Type2,Large,Tier 1,2021,0,13,84
ITM_04519,Electronics,318.79,0.07,Low Fat,OUT_018,Supermarket Type3,Small,Tier 2,2022,0,9,49
ITM_04520,Drinks,121.06,0.05,Regular,OUT_019,Supermarket Type1,Large,Tier 1,1987,0,18,125
ITM_04521,Clothing,182.6,0.11,Regular,OUT_020,Supermarket Type3,Medium,Tier 2,2017,0,50,152
ITM_04522,Personal Care,289.61,0.13,Non Edible,OUT_021,Supermarket Type2,Medium,Tier 2,1996,1,7,83
ITM_04523,Household,304.69,0.28,Regular,OUT_022,Grocery Store,Large,Tier 1,1996,0,47,182
ITM_04524,Clothing,198.71,0.1,Non Edible,OUT_023,Supermarket Type3,Medium,Tier 2,1995,0,11,78
ITM_04525,Household,154.43,0.26,Non Edible,OUT_024,Supermarket Type3,Medium,Tier 3,2012,0,5,45
ITM_04526,Electronics,151.38,0.16,Low Fat,OUT_025,Supermarket Type2,Medium,Tier 3,2019,0,34,116
ITM_04527,Food,103.86,0.27,Non Edible,OUT_026,Supermarket Type2,Medium,Tier 2,2018,0,5,35
ITM_04528,Food,176.19,0.21,Non Edible,OUT_027,Supermarket Type2,Medium,Tier 1,2006,0,5,44
ITM_04529,Food,115.73,0.22,Regular,OUT_028,Supermarket Type2,Medium,Tier 1,2023,0,34,140
ITM_04530,Household,324.23,0.16,Regular,OUT_029,Supermarket Type3,Small,Tier 2,2007,0,43,109
ITM_04531,Clothing,293.15,0.25,Low Fat,OUT_030,Supermarket Type2,Small,Tier 1,1996,0,10,86
ITM_04532,Food,203.64,0.08,Non Edible,OUT_031,Grocery Store,Small,Tier 2,2003,0,37,126
ITM_04533,Clothing,176.4,0.27,Non Edible,OUT_032,Supermarket Type1,Medium,Tier 3,2015,0,26,62
ITM_04534,Household,134.05,0.19,Low Fat,OUT_033,Supermarket Type2,Small,Tier 2,1997,0,25,95
ITM_04535,Electronics,277.02,0.14,Regular,OUT_034,Supermarket Type2,Large,Tier 2,2003,0,27,110
ITM_04536,Clothing,461.07,0.29,Non Edible,OUT_035,Supermarket Type3,Large,Tier 3,2020,1,7,61
ITM_04537,Electronics,349.14,0.26,Low Fat,OUT_036,Supermarket Type1,Large,Tier 3,2006,1,24,138
ITM_04538,Household,377.32,0.23,Regular,OUT_037,Supermarket Type1,Small,Tier 2,2014,0,18,105
ITM_04539,Household,420.5,0.09,Low Fat,OUT_038,Supermarket Type1,Medium,Tier 3,1988,0,15,72
ITM_04540,Personal Care,188.78,0.29,Low Fat,OUT_039,Supermarket Type2,Large,Tier 3,1997,0,49,147
ITM_04541,Household,50.18,0.23,Non Edible,OUT_040,Supermarket Type3,Small,Tier 1,2004,0,25,105
ITM_04542,Household,318.83,0.19,Regular,OUT_041,Supermarket Type3,Small,Tier 3,2023,0,43,142
ITM_04543,Drinks,110.56,0.28,Non Edible,OUT_042,Supermarket Type2,Medium,Tier 3,1990,1,14,114
ITM_04544,Food,293.14,0.06,Non Edible,OUT_043,Supermarket Type1,Medium,Tier 2,1996,0,38,126
ITM_04545,Personal Care,374.96,0.05,Regular,OUT_044,Supermarket Type1,Small,Tier 3,2000,0,11,72
ITM_04546,Personal Care,396.15,0.17,Regular,OUT_045,Supermarket Type3,Medium,Tier 2,2001,0,23,95
ITM_04547,Personal Care,164.88,0.03,Regular,OUT_046,Grocery Store,Medium,Tier 1,1992,0,12,101
ITM_04548,Drinks,265.97,0.2,Non Edible,OUT_047,Supermarket Type2,Medium,Tier 2,2017,0,16,59
ITM_04549,Electronics,318.06,0.08,Regular,OUT_048,Grocery Store,Medium,Tier 2,2023,0,12,68
ITM_04550,Household,413.35,0.04,Regular,OUT_049,Grocery Store,Medium,Tier 1,1996,1,16,149
ITM_04551,Food,385.47,0.13,Regular,OUT_050,Supermarket Type1,Small,Tier 1,2010,0,42,141
ITM_04552,Clothing,494.23,0.15,Low Fat,OUT_051,Grocery Store,Large,Tier 3,2003,0,0,42
ITM_04553,Electronics,23.88,0.06,Regular,OUT_052,Supermarket Type2,Small,Tier 2,1997,0,10,66
ITM_04554,Household,229.99,0.02,Non Edible,OUT_053,Supermarket Type3,Small,Tier 2,1994,0,19,79
ITM_04555,Drinks,142.9,0.13,Low Fat,OUT_054,Supermarket Type2,Small,Tier 2,2018,0,30,110
ITM_04556,Household,77.55,0.23,Non Edible,OUT_055,Supermarket Type2,Small,Tier 1,2015,0,43,165
ITM_04557,Household,457.53,0.26,Low Fat,OUT_056,Supermarket Type2,Small,Tier 2,2011,0,34,97
ITM_04558,Drinks,499.02,0.04,Regular,OUT_057,Supermarket Type2,Medium,Tier 3,1987,0,38,126
ITM_04559,Personal Care,106.69,0.16,Low Fat,OUT_058,Grocery Store,Large,Tier 1,1989,1,5,137
ITM_04560,Personal Care,38.45,0.09,Non Edible,OUT_059,Supermarket Type1,Medium,Tier 2,1989,0,34,99
ITM_04561,Food,152.03,0.12,Low Fat,OUT_060,Supermarket Type3,Large,Tier 1,2021,1,27,144
ITM_04562,Food,420.73,0.28,Regular,OUT_061,Supermarket Type1,Small,Tier 1,1991,1,50,194
ITM_04563,Personal Care,161.07,0.11,Regular,OUT_062,Grocery Store,Small,Tier 1,1997,0,40,163
ITM_04564,Electronics,47.31,0.12,Non Edible,OUT_063,Supermarket Type1,Small,Tier 2,2018,0,43,124
ITM_04565,Clothing,45.2,0.07,Low Fat,OUT_064,Supermarket Type1,Small,Tier 2,2020,0,0,28
ITM_04566,Household,225.16,0.29,Non Edible,OUT_065,Grocery Store,Small,Tier 3,2018,0,15,87
ITM_04567,Clothing,467.28,0.14,Non Edible,OUT_066,Supermarket Type1,Small,Tier 1,1987,1,48,192
ITM_04568,Household,157.24,0.18,Non Edible,OUT_067,Supermarket Type3,Small,Tier 2,1994,0,44,128
ITM_04569,Personal Care,225.04,0.14,Regular,OUT_068,Grocery Store,Large,Tier 2,2019,0,11,77
ITM_04570,Food,68.93,0.08,Low Fat,OUT_069,Supermarket Type3,Small,Tier 3,2021,0,27,110
ITM_04571,Electronics,256.91,0.25,Regular,OUT_070,Supermarket Type1,Small,Tier 2,1990,1,14,114
ITM_04572,Food,354.34,0.02,Regular,OUT_071,Supermarket Type2,Small,Tier 2,2005,0,7,53
ITM_04573,Clothing,150.15,0.21,Regular,OUT_072,Supermarket Type2,Large,Tier 2,1989,0,3,55
ITM_04574,Food,162.42,0.18,Low Fat,OUT_073,Grocery Store,Large,Tier 1,1987,0,30,133
ITM_04575,Personal Care,424.15,0.05,Regular,OUT_074,Supermarket Type2,Small,Tier 3,2004,0,45,144
ITM_04576,Electronics,24.97,0.06,Regular,OUT_075,Supermarket Type2,Medium,Tier 3,2014,1,29,166
ITM_04577,Clothing,325.51,0.2,Regular,OUT_076,Supermarket Type2,Large,Tier 3,1996,0,34,92
ITM_04578,Electronics,209.06,0.1,Low Fat,OUT_077,Grocery Store,Small,Tier 2,2019,1,5,101
ITM_04579,Household,163.22,0.09,Low Fat,OUT_078,Supermarket Type3,Large,Tier 2,2016,0,37,122
ITM_04580,Food,335.65,0.03,Non Edible,OUT_079,Supermarket Type2,Medium,Tier 2,2003,0,20,102
ITM_04581,Electronics,420.64,0.23,Regular,OUT_080,Grocery Store,Small,Tier 1,1999,0,29,155
ITM_04582,Drinks,288.03,0.27,Regular,OUT_081,Supermarket Type3,Large,Tier 1,1994,0,15,125
ITM_04583,Food,34.93,0.25,Low Fat,OUT_082,Grocery Store,Medium,Tier 3,2010,1,7,106
ITM_04584,Household,241.47,0.15,Low Fat,OUT_083,Supermarket Type2,Large,Tier 1,1990,0,26,117
ITM_04585,Electronics,242.12,0.16,Regular,OUT_084,Supermarket Type2,Large,Tier 1,2010,1,32,171
ITM_04586,Clothing,281.02,0.08,Non Edible,OUT_085,Supermarket Type1,Small,Tier 2,1986,1,42,181
ITM_04587,Household,342.06,0.06,Non Edible,OUT_086,Supermarket Type1,Small,Tier 2,2016,1,11,90
ITM_04588,Drinks,29.27,0.25,Regular,OUT_087,Supermarket Type1,Large,Tier 3,1987,0,42,120
ITM_04589,Electronics,260.97,0.24,Non Edible,OUT_088,Supermarket Type3,Medium,Tier 2,2003,1,44,157
ITM_04590,Personal Care,302.39,0.24,Non Edible,OUT_089,Grocery Store,Small,Tier 2,2020,0,41,104
ITM_04591,Food,184.81,0.14,Regular,OUT_090,Supermarket Type3,Large,Tier 1,2004,0,22,122
ITM_04592,Clothing,340.82,0.26,Non Edible,OUT_091,Supermarket Type1,Large,Tier 3,2014,0,45,141
ITM_04593,Personal Care,129.53,0.28,Low Fat,OUT_092,Supermarket Type1,Small,Tier 1,2021,0,38,153
ITM_04594,Electronics,172.34,0.11,Regular,OUT_093,Supermarket Type2,Small,Tier 3,2004,0,45,137
ITM_04595,Electronics,482.12,0.08,Low Fat,OUT_094,Supermarket Type3,Large,Tier 3,2018,0,50,141
ITM_04596,Household,187.07,0.14,Regular,OUT_095,Supermarket Type2,Small,Tier 2,2001,1,50,176
ITM_04597,Electronics,186.32,0.06,Low Fat,OUT_096,Supermarket Type2,Large,Tier 1,2007,0,0,90
ITM_04598,Clothing,305.93,0.27,Non Edible,OUT_097,Grocery Store,Medium,Tier 1,1993,1,6,113
ITM_04599,Personal Care,486.07,0.11,Low Fat,OUT_098,Supermarket Type1,Small,Tier 2,2011,0,35,107
ITM_04600,Clothing,491.88,0.18,Low Fat,OUT_099,Supermarket Type2,Small,Tier 3,2001,0,24,96
ITM_04601,Drinks,298.24,0.18,Low Fat,OUT_000,Supermarket Type2,Large,Tier 3,2001,1,20,108
ITM_04602,Drinks,20.52,0.16,Low Fat,OUT_001,Supermarket Type1,Small,Tier 3,1986,0,36,116
ITM_04603,Food,452.32,0.06,Low Fat,OUT_002,Supermarket Type1,Medium,Tier 3,1999,0,11,61
ITM_04604,Food,293.71,0.3,Regular,OUT_003,Grocery Store,Large,Tier 2,1995,0,31,89
ITM_04605,Drinks,195.68,0.06,Low Fat,OUT_004,Grocery Store,Medium,Tier 3,2021,1,48,179
ITM_04606,Electronics,418.01,0.23,Low Fat,OUT_005,Supermarket Type2,Medium,Tier 1,1993,1,37,196
ITM_04607,Clothing,211.92,0.24,Regular,OUT_006,Supermarket Type2,Medium,Tier 3,1998,0,15,73
ITM_04608,Drinks,36.34,0.05,Regular,OUT_007,Supermarket Type2,Medium,Tier 3,1992,0,0,52
ITM_04609,Food,414.11,0.28,Non Edible,OUT_008,Supermarket Type3,Large,Tier 3,1996,1,43,176
ITM_04610,Drinks,282.01,0.15,Low Fat,OUT_009,Grocery Store,Small,Tier 2,1991,0,25,103
ITM_04611,Electronics,182.31,0.19,Low Fat,OUT_010,Supermarket Type2,Medium,Tier 3,1987,1,13,105
ITM_04612,Drinks,140.43,0.2,Non Edible,OUT_011,Supermarket Type1,Medium,Tier 2,2010,0,5,60
ITM_04613,Clothing,305.02,0.16,Low Fat,OUT_012,Grocery Store,Large,Tier 1,1987,0,40,151
ITM_04614,Personal Care,119.86,0.05,Non Edible,OUT_013,Grocery Store,Medium,Tier 3,1988,0,50,154
ITM_04615,Electronics,175.45,0.23,Regular,OUT_014,Supermarket Type2,Medium,Tier 3,2016,0,19,94
ITM_04616,Food,325.53,0.18,Low Fat,OUT_015,Supermarket Type3,Medium,Tier 1,1998,0,2,84
ITM_04617,Clothing,443.14,0.04,Low Fat,OUT_016,Supermarket Type2,Medium,Tier 3,1987,0,42,113
ITM_04618,Drinks,275.79,0.21,Regular,OUT_017,Supermarket Type3,Small,Tier 3,1997,1,11,96
ITM_04619,Drinks,384.37,0.21,Low Fat,OUT_018,Supermarket Type3,Medium,Tier 2,1992,0,32,115
ITM_04620,Personal Care,386.27,0.17,Regular,OUT_019,Supermarket Type1,Large,Tier 2,2022,1,48,146
ITM_04621,Food,338.89,0.04,Regular,OUT_020,Supermarket Type2,Small,Tier 1,1986,0,49,181
ITM_04622,Food,138.0,0.11,Non Edible,OUT_021,Supermarket Type3,Large,Tier 2,2022,1,44,177
ITM_04623,Household,436.06,0.02,Regular,OUT_022,Grocery Store,Small,Tier 2,2015,0,0,90
ITM_04624,Food,229.41,0.15,Non Edible,OUT_023,Supermarket Type2,Small,Tier 1,2023,1,18,156
ITM_04625,Personal Care,41.22,0.27,Regular,OUT_024,Supermarket Type3,Medium,Tier 1,2011,0,1,69
ITM_04626,Household,137.41,0.01,Non Edible,OUT_025,Grocery Store,Medium,Tier 3,2001,1,22,151
ITM_04627,Household,387.46,0.09,Non Edible,OUT_026,Supermarket Type1,Large,Tier 3,2019,0,44,129
ITM_04628,Drinks,53.18,0.24,Non Edible,OUT_027,Supermarket Type1,Small,Tier 3,2008,0,7,55
ITM_04629,Drinks,90.73,0.01,Non Edible,OUT_028,Supermarket Type2,Small,Tier 3,1985,1,33,156
ITM_04630,Food,353.23,0.01,Low Fat,OUT_029,Supermarket Type2,Medium,Tier 2,2013,0,3,64
ITM_04631,Household,448.45,0.19,Regular,OUT_030,Supermarket Type2,Small,Tier 2,2010,0,7,42
ITM_04632,Drinks,324.19,0.24,Regular,OUT_031,Supermarket Type2,Medium,Tier 1,2019,1,26,174
ITM_04633,Personal Care,126.7,0.24,Regular,OUT_032,Supermarket Type2,Medium,Tier 1,2008,0,25,112
ITM_04634,Drinks,45.64,0.24,Regular,OUT_033,Supermarket Type3,Large,Tier 2,2017,1,32,175
ITM_04635,Electronics,315.26,0.11,Non Edible,OUT_034,Grocery Store,Medium,Tier 3,2010,0,42,106
ITM_04636,Electronics,42.75,0.27,Low Fat,OUT_035,Supermarket Type2,Medium,Tier 3,2021,0,39,105
ITM_04637,Drinks,314.11,0.01,Regular,OUT_036,Grocery Store,Small,Tier 3,2023,0,44,107
ITM_04638,Household,128.28,0.1,Regular,OUT_037,Supermarket Type3,Large,Tier 3,2010,0,47,184
ITM_04639,Household,454.23,0.11,Regular,OUT_038,Supermarket Type3,Large,Tier 1,2022,0,39,135
ITM_04640,Clothing,248.04,0.06,Non Edible,OUT_039,Supermarket Type3,Large,Tier 2,2022,1,49,197
ITM_04641,Electronics,127.49,0.11,Regular,OUT_040,Supermarket Type2,Medium,Tier 1,1995,0,2,90
ITM_04642,Personal Care,429.51,0.18,Regular,OUT_041,Supermarket Type1,Large,Tier 2,2013,0,8,45
ITM_04643,Household,141.94,0.16,Low Fat,OUT_042,Supermarket Type1,Medium,Tier 3,2013,0,9,73
ITM_04644,Food,167.17,0.1,Non Edible,OUT_043,Supermarket Type2,Medium,Tier 1,1987,1,28,155
ITM_04645,Electronics,420.45,0.23,Low Fat,OUT_044,Supermarket Type2,Medium,Tier 2,1993,0,20,68
ITM_04646,Personal Care,168.22,0.22,Regular,OUT_045,Supermarket Type2,Medium,Tier 2,2019,0,41,99
ITM_04647,Personal Care,216.88,0.09,Non Edible,OUT_046,Supermarket Type3,Large,Tier 2,1990,1,49,194
ITM_04648,Household,186.88,0.1,Regular,OUT_047,Supermarket Type1,Large,Tier 2,1993,0,17,50
ITM_04649,Personal Care,75.87,0.09,Regular,OUT_048,Supermarket Type1,Small,Tier 3,1992,0,16,84
ITM_04650,Household,38.67,0.05,Non Edible,OUT_049,Grocery Store,Large,Tier 3,2011,0,20,86
ITM_04651,Drinks,367.78,0.23,Low Fat,OUT_050,Grocery Store,Small,Tier 2,2018,0,2,70
ITM_04652,Electronics,329.67,0.02,Non Edible,OUT_051,Supermarket Type1,Large,Tier 2,2008,1,26,141
ITM_04653,Clothing,155.54,0.05,Non Edible,OUT_052,Supermarket Type1,Large,Tier 2,1989,0,31,122
ITM_04654,Drinks,161.89,0.04,Low Fat,OUT_053,Supermarket Type3,Large,Tier 3,1994,0,41,138
ITM_04655,Electronics,473.6,0.25,Non Edible,OUT_054,Grocery Store,Medium,Tier 1,2004,0,28,124
ITM_04656,Household,494.08,0.02,Low Fat,OUT_055,Supermarket Type2,Large,Tier 2,2006,0,46,157
ITM_04657,Electronics,247.25,0.2,Low Fat,OUT_056,Supermarket Type3,Large,Tier 1,1996,0,28,133
ITM_04658,Household,405.18,0.02,Non Edible,OUT_057,Grocery Store,Small,Tier 3,2013,0,25,112
ITM_04659,Drinks,373.61,0.24,Non Edible,OUT_058,Supermarket Type2,Large,Tier 3,2015,0,8,42
ITM_04660,Food,162.71,0.27,Low Fat,OUT_059,Supermarket Type2,Medium,Tier 3,1990,1,26,139
ITM_04661,Food,48.11,0.15,Low Fat,OUT_060,Supermarket Type1,Large,Tier 3,1991,1,11,118
ITM_04662,Electronics,88.43,0.24,Low Fat,OUT_061,Supermarket Type1,Small,Tier 3,2017,0,15,54
ITM_04663,Food,422.38,0.21,Low Fat,OUT_062,Supermarket Type2,Large,Tier 1,1999,0,46,162
ITM_04664,Household,370.98,0.24,Low Fat,OUT_063,Supermarket Type2,Large,Tier 1,1997,0,1,46
ITM_04665,Personal Care,338.88,0.23,Non Edible,OUT_064,Supermarket Type1,Small,Tier 1,2008,0,50,146
ITM_04666,Household,82.71,0.07,Regular,OUT_065,Supermarket Type1,Large,Tier 1,2014,0,38,152
ITM_04667,Personal Care,327.17,0.15,Non Edible,OUT_066,Supermarket Type1,Small,Tier 2,2017,1,26,163
ITM_04668,Drinks,390.63,0.29,Regular,OUT_067,Supermarket Type1,Small,Tier 3,2004,1,8,122
ITM_04669,Clothing,433.09,0.11,Low Fat,OUT_068,Grocery Store,Medium,Tier 1,2003,1,45,201
ITM_04670,Personal Care,26.35,0.29,Non Edible,OUT_069,Supermarket Type1,Medium,Tier 1,2003,0,1,56
ITM_04671,Food,348.55,0.18,Regular,OUT_070,Supermarket Type3,Small,Tier 2,2022,0,41,138
ITM_04672,Household,29.17,0.14,Low Fat,OUT_071,Supermarket Type3,Medium,Tier 2,2008,0,6,26
ITM_04673,Drinks,359.3,0.2,Non Edible,OUT_072,Supermarket Type3,Medium,Tier 3,1989,1,7,89
ITM_04674,Food,325.1,0.25,Regular,OUT_073,Supermarket Type1,Small,Tier 3,2006,0,37,102
ITM_04675,Drinks,91.21,0.12,Non Edible,OUT_074,Supermarket Type2,Large,Tier 2,2006,0,5,53
ITM_04676,Clothing,387.74,0.02,Regular,OUT_075,Supermarket Type2,Large,Tier 2,2012,0,18,105
ITM_04677,Household,52.81,0.22,Non Edible,OUT_076,Grocery Store,Large,Tier 2,2001,0,14,30
ITM_04678,Electronics,416.67,0.29,Non Edible,OUT_077,Supermarket Type1,Medium,Tier 3,2015,1,44,171
ITM_04679,Household,145.73,0.19,Regular,OUT_078,Supermarket Type3,Medium,Tier 2,1991,0,27,101
ITM_04680,Clothing,350.65,0.06,Non Edible,OUT_079,Supermarket Type2,Large,Tier 1,2001,0,29,134
ITM_04681,Household,463.37,0.08,Non Edible,OUT_080,Supermarket Type1,Small,Tier 3,1996,0,26,103
ITM_04682,Electronics,183.12,0.27,Low Fat,OUT_081,Supermarket Type3,Small,Tier 3,1991,0,9,64
ITM_04683,Personal Care,261.39,0.01,Regular,OUT_082,Supermarket Type3,Small,Tier 1,2013,0,44,169
